lat	lon	essence	anne_plant
48.862457576	2.30861269387	Marronnier	1975
48.8694909525	2.3620193636	Orme	2005
48.8877171045	2.33123823437	Erable	2006
48.8927581951	2.33883514274	Tulipier	1989
48.8783677795	2.29593575634	Platane	1989
48.845938659	2.40375947701	Fevier	2007
48.8488631962	2.39883120996	Non spécifié	1995
48.8323942581	2.30168964642	Platane	2011
48.8641353776	2.35289776098	Micocoulier	2006
48.8878188061	2.28902346193	Tilleul	1990
48.8316030358	2.33512387198	Poirier à fleurs	2007
48.8396224421	2.38189158719	Tilleul	1994
48.8531086325	2.35948496863	Chêne	2007
48.8878620952	2.36670814771	Amelanchier	2006
48.8440971596	2.38851098791	Poirier à fleurs	2007
48.8411386091	2.27615348456	Hêtre	1991
48.8674830369	2.27998769311	Tilleul	1993
48.8521712875	2.39064858467	Tilleul	1985
48.8901390761	2.3158348826	Pin	2007
48.8202105994	2.35245214982	Pommier à fleurs	1967
48.8905085552	2.30306070974	Platane	2011
48.8862417482	2.31386971174	Chêne	2010
48.8247496231	2.33833432015	Cerisier à fleurs	2000
48.8921251891	2.346831468	Poirier à fleurs	1999
48.8823343225	2.35050404529	Orme	2005
48.8389232376	2.32049294135	Chêne	1995
48.8897986284	2.38753260282	Aulne	2008
48.8854554728	2.33594397646	Mûrier	2007
48.8668081726	2.36457405224	Platane	2012
48.8767359987	2.29231222775	Paulownia	1998
48.8232652731	2.36229427856	Tilleul	1986
48.8802130008	2.36395002244	Erable	1993
48.8733298066	2.29693765938	Platane	2011
48.8378057063	2.39998139793	Erable	1987
48.8686241379	2.28303898473	Tilleul	1992
48.8411215557	2.27649048443	Cerisier à fleurs	1991
48.8967828183	2.33615726727	Arbre à soie	2004
48.8738591215	2.37644166868	Marronnier	1905
48.8754258501	2.36266005746	Alisier	1999
48.855354429	2.28405145736	Cerisier à grappes	2006
48.8423818315	2.26803978482	Sophora	2007
48.8337801405	2.3569632093	Micocoulier	2009
48.8630087079	2.31698800853	Platane	1975
48.8723748566	2.40455456958	Tilleul	1974
48.8881978888	2.29627195934	Platane	1993
48.8705744824	2.2876683666	Tilleul	2000
48.8746678412	2.29405742042	Platane	1987
48.8422218289	2.27445642962	Parrotie de Perse	1991
48.8260640053	2.32636480201	Platane	2010
48.8426101939	2.28211859176	Tilleul	1989
48.8910939714	2.31531064865	Frêne	2007
