lat	lon	essence	anne_plant
48.8402469621	2.32715450716	Sophora	1922
48.8406128871	2.32671251332	Sophora	1922
48.8408003582	2.32550079779	Sophora	1922
48.8404889962	2.32643325102	Sophora	1922
48.8416069306	2.32319898322	Pterocarya	1922
48.8403280051	2.32676791031	Sophora	1922
48.8400676621	2.32803752378	Cedrele	1922
48.8395082354	2.32936336287	Cedrele	1922
48.8409788634	2.32531768924	Sophora	1922
48.8414259942	2.32355837287	Pterocarya	1922
48.8409007213	2.32585159283	Sophora	1922
48.8403715468	2.32743121275	Sophora	1922
48.840395787	2.32736716497	Sophora	1922
48.8396633275	2.32874858269	Cedrele	1922
48.8415841036	2.32326285201	Pterocarya	1922
48.8407570143	2.32628247387	Sophora	1922
48.840515322	2.32700204055	Sophora	1922
48.8414138982	2.32407693714	Pterocarya	1922
48.8405591663	2.32622206529	Sophora	1922
48.84027035	2.32708468038	Sophora	1922
48.839493832	2.33005532036	Cedrele	1922
48.8413908861	2.32442469648	Pterocarya	1922
48.8405568822	2.32658139253	Sophora	1922
48.8377470552	2.25593188136	Platane	1929
48.837872018	2.25609855563	Platane	1929
48.8373509186	2.25728375292	Platane	1929
48.8377271563	2.25780849192	Platane	1929
48.8372827214	2.25621786167	Platane	1929
48.8371721872	2.25637981447	Platane	1929
48.8380135395	2.25593740688	Platane	1929
48.8377449457	2.25602980138	Platane	1929
48.8376455852	2.25609637204	Platane	1929
48.8379513037	2.25595112399	Platane	1929
48.8372250312	2.25630310434	Platane	1929
48.8380499482	2.25585730141	Platane	1929
48.8381562956	2.25602827201	Platane	1929
48.8373332018	2.25716543288	Platane	1929
48.838174337	2.25591159939	Platane	1929
48.8383859115	2.25595807712	Platane	1929
48.8384048225	2.25636930215	Platane	1929
48.8373264436	2.25704368071	Platane	1929
48.8380419726	2.25570745918	Platane	1929
48.8381352005	2.25570220522	Platane	1929
48.8378409544	2.2558899964	Platane	1929
48.8374263229	2.256506261	Platane	1929
48.8322300548	2.3332449247	Platane	1930
48.8257204069	2.33554375396	Platane	1930
